budget,homepage,id,original_language,popularity,release_date,revenue,runtime,status,title,vote_average,vote_count,genre1,genre2,genre3,genre4,genre5,genre6,genre7
0,,47686,en,0.948316,1/1/1997,0,97,Released,Dream with the Fishes,7.7,10,35,,,,,,
930000,http://www.lifehappensfilm.com/,91070,en,5.974156,6/18/2011,30905,100,Released,L!fe Happens,5.3,66,35,,,,,,
0,,14014,en,0.957022,4/1/2007,0,88,Released,The Hammer,6.5,15,35,,,,,,
850000,,84200,en,14.238376,8/31/2012,1243961,85,Released,"For a Good Time, Call...",5.8,110,35,,,,,,
0,http://www.notcoolthemovie.com/,292483,en,1.186971,9/23/2014,0,90,Released,Not Cool,3.7,25,35,,,,,,
600000,,11598,en,10.861167,8/10/1977,0,83,Released,The Kentucky Fried Movie,6.4,66,35,,,,,,
0,http://highroadmovie.com/,89857,en,1.292948,3/6/2012,0,87,Released,High Road,5.8,22,35,,,,,,
0,,13983,en,0.459625,1/21/2007,0,84,Released,Finishing The Game,4.9,8,35,,,,,,
400000,,8193,en,23.603514,6/11/2004,46118097,95,Released,Napoleon Dynamite,6.7,554,35,,,,,,
0,,142132,en,0.375423,9/17/1999,0,92,Released,Sugar Town,5.5,2,35,,,,,,
0,,40963,en,0.0921,1/1/2006,0,0,Rumored,Little Big Top,10,1,35,,,,,,
200000,,43595,en,0.622752,2/9/1933,2200000,66,Released,She Done Him Wrong,5.1,27,35,,,,,,
0,,266857,en,0.002388,1/1/2003,0,70,Released,The Work and The Story,0,0,35,,,,,,
0,,34101,en,2.353483,3/20/1987,0,78,Released,Hollywood Shuffle,5.7,19,35,,,,,,
0,,85860,en,0.838957,3/13/2011,0,82,Released,The FP,4.5,11,35,,,,,,
27000,http://www.miramax.com/movie/clerks/,2292,en,19.748658,9/13/1994,3151130,92,Released,Clerks,7.4,755,35,,,,,,
0,,14022,en,3.320622,7/27/1990,0,97,Released,Slacker,6.4,77,35,,,,,,
55000000,http://www.310toyumathefilm.com/,5176,en,48.801089,9/6/2007,70016220,122,Released,3:10 to Yuma,6.9,1188,37,,,,,,
22000000,,2055,en,19.068175,8/29/2003,68296293,139,Released,Open Range,7,262,37,,,,,,
14000000,,33,en,37.380435,8/7/1992,159157447,131,Released,Unforgiven,7.7,1113,37,,,,,,
6000000,,32275,en,7.60445,12/31/1946,20400000,144,Released,Duel in the Sun,6.2,37,37,,,,,,
5500000,,11901,en,19.127239,4/19/1973,15700000,105,Released,High Plains Drifter,7.4,278,37,,,,,,
4638783,,11577,en,4.495256,5/23/1973,11000000,106,Released,Pat Garrett & Billy the Kid,7.2,65,37,,,,,,
3200000,,11697,en,11.735287,4/22/1962,8000000,123,Released,The Man Who Shot Liberty Valance,7.4,265,37,,,,,,
1800000,,4929,en,11.756943,7/31/1968,6800000,114,Released,Hang 'em High,6.7,192,37,,,,,,
1600000,,13909,en,8.535178,10/22/1949,5400000,103,Released,She Wore a Yellow Ribbon,7.1,61,37,,,,,,
0,,218500,en,0.592821,8/19/1983,0,104,Released,The Ballad of Gregorio Cortez,0,0,37,,,,,,
730000,,288,en,18.644023,3/27/1952,8000000,85,Released,High Noon,7.6,334,37,,,,,,
0,,376010,en,0.58954,10/9/2015,0,106,Released,Western Religion,0,0,37,,,,,,
70000000,,11258,en,10.930537,1/16/1998,19870567,97,Released,Hard Rain,5.5,179,53,,,,,,
45000000,,9754,en,18.186026,2/10/2006,82800000,105,Released,Firewall,5.6,267,53,,,,,,
42000000,,2155,en,11.470135,2/25/2000,32168970,124,Released,Reindeer Games,5.4,173,53,,,,,,
27000000,,303858,en,38.279458,5/12/2016,93282604,98,Released,Money Monster,6.5,1068,53,,,,,,
20000000,http://survivormovie.com/,334074,en,33.625477,5/21/2015,0,96,Released,Survivor,5.4,404,53,,,,,,
14000000,,75638,en,22.748174,3/2/2012,13551174,119,Released,Red Lights,6,376,53,,,,,,
0,,31932,en,2.64486,1/1/2002,0,116,Released,City of Ghosts,5.4,18,53,,,,,,
15000000,,157849,en,26.708193,7/25/2014,31554855,121,Released,A Most Wanted Man,6.5,541,53,,,,,,
4000000,http://www.theboynextdoorfilm.com/,241251,en,24.161735,1/23/2015,52425855,91,Released,The Boy Next Door,4.1,1022,53,,,,,,
0,,176077,en,1.998826,3/11/2013,0,88,Released,Enter the Dangerous Mind,4.8,14,53,,,,,,
3000000,,342502,en,1.141463,8/7/2015,0,79,Released,AWOL-72,2.8,10,53,,,,,,
0,,283384,en,5.759493,8/5/2014,0,108,Released,The Calling,5.6,88,53,,,,,,
0,http://plushthemovie.com/,215881,en,5.099368,9/13/2013,0,98,Released,Plush,5.4,40,53,,,,,,
0,http://supercapitalist.net/,119458,en,0.174311,8/10/2012,0,103,Released,Supercapitalist,3.5,2,53,,,,,,
2000000,http://www.screenmedia.net/project/shark-lake/,299553,en,1.187764,10/2/2015,0,92,Released,Shark Lake,4.4,19,53,,,,,,
0,,278348,en,1.501688,8/8/2014,0,98,Released,The Maid's Room,4.8,4,53,,,,,,
0,,13538,en,8.302951,4/27/2007,0,88,Released,Straightheads,5.2,40,53,,,,,,
2500000,http://www.signature-entertainment.co.uk/film/rise-of-the-krays/,356216,en,1.759506,8/29/2015,0,110,Released,The Rise of the Krays,4.5,19,80,,,,,,
178000000,http://www.foxmovies.com/movies/x-men-apocalypse,246655,en,139.272042,5/18/2016,543934787,144,Released,X-Men: Apocalypse,6.4,4721,878,,,,,,
90000000,,2067,en,16.058284,3/10/2000,60874615,114,Released,Mission to Mars,5.7,369,878,,,,,,
82000000,,8452,en,18.447479,11/17/2000,96085477,123,Released,The 6th Day,5.7,595,878,,,,,,
75000000,http://www.warnerbros.com/movies/home-entertainment/sphere/7bdffe73-2a0e-4e7a-98e7-cee4d723e0b3.html,10153,en,18.65988,2/13/1998,13100000,134,Released,Sphere,5.8,476,878,,,,,,
35000000,,3604,en,12.343507,9/1/1980,27107960,111,Released,Flash Gordon,6.1,233,878,,,,,,
12000000,,31909,en,4.234269,1/1/1986,4884663,100,Released,Invaders from Mars,5.5,57,878,,,,,,
10000000,,42684,en,26.268209,11/11/2010,66821036,100,Released,Skyline,4.7,507,878,,,,,,
9000000,,8069,en,14.171759,10/10/1968,2500000,98,Released,Barbarella,5.7,146,878,,,,,,
3000000,,38541,en,11.882563,3/13/2011,22000,112,Released,The Divide,5.7,197,878,,,,,,
0,,42033,en,0.319792,3/15/1985,0,88,Released,Def-Con 4,2.8,10,878,,,,,,
75000,,360188,en,0.140989,9/29/2015,0,90,Released,Queen Crab,3.3,3,878,,,,,,
0,,24977,en,1.830306,5/5/2000,21268532,46,Released,Michael Jordan to the Max,7.5,10,99,,,,,,
6000000,,57612,en,0.041651,2/15/2008,7518876,42,Released,Dolphins and Whales: Tribes of the Ocean,8,3,99,,,,,,
0,,44260,en,0.475748,9/9/2006,25,152,Released,Lake of Fire,8,10,99,,,,,,
5000000,,78394,en,4.498368,5/14/2010,4074023,41,Released,Sea Rex 3D: Journey to a Prehistoric World,5.9,11,99,,,,,,
0,http://www.sonyclassics.com/standardoperatingprocedure/,8847,en,0.888986,2/12/2008,0,117,Released,Standard Operating Procedure,6.6,14,99,,,,,,
0,,19153,en,0.456485,4/23/2003,0,96,Released,The Real Cancun,3.3,8,99,,,,,,
3500000,http://www.timetochoose.com,370662,en,1.618138,9/4/2015,0,100,Released,Time to Choose,0,0,99,,,,,,
4000000,http://www.bowlingforcolumbine.com/index.php,1430,en,11.414843,10/9/2002,35564473,120,Released,Bowling for Columbine,7.3,453,99,,,,,,
3000000,http://www.magpictures.com/freakonomics/,43942,en,1.781462,10/1/2010,103735,93,Released,Freakonomics,6.6,36,99,,,,,,
2600000,http://www.sonyclassics.com/ridinggiants/,291,en,0.895946,7/9/2004,3166000,105,Released,Riding Giants,7.6,23,99,,,,,,
0,http://www.fatsickandnearlydead.com,72914,en,0.545825,4/16/2010,0,97,Released,"Fat, Sick & Nearly Dead",7.1,47,99,,,,,,
2500000,http://2016themovie.com/,126509,en,0.973582,7/13/2012,33400000,87,Released,2016: Obama's America,4.6,19,99,,,,,,
0,,40428,en,0.424957,1/1/2010,0,80,Released,8: The Mormon Proposition,5.5,6,99,,,,,,
2000000,http://www.sonyclassics.com/insidejob/,44639,en,16.930914,10/8/2010,7871522,109,Released,Inside Job,7.7,286,99,,,,,,
2000000,http://www.noendinsightmovie.com,12901,en,2.283796,7/27/2007,1431623,102,Released,No End in Sight,7.2,23,99,,,,,,
0,,13516,en,1.619635,9/27/2007,0,102,Released,Slacker Uprising,5.9,10,99,,,,,,
0,http://www.walmartmovie.com/,29595,en,1.404175,11/4/2005,0,98,Released,Wal-Mart: The High Cost of Low Price,6.9,24,99,,,,,,
900000,http://www.nfb.ca/film/pink_ribbons_inc_clip/,89750,en,0.097913,9/11/2011,25000,97,Released,"Pink Ribbons, Inc.",6.8,6,99,,,,,,
1000000,http://www.climatecrisis.net/,1781,en,14.139004,1/24/2006,46243000,100,Released,An Inconvenient Truth,6.7,251,99,,,,,,
0,http://www.takepart.com/foodinc,18570,en,15.017162,9/7/2008,0,94,Released,"Food, Inc.",7.4,217,99,,,,,,
1000000,http://www.taxitothedarkside.com/,13362,en,0.748565,4/30/2007,274661,106,Released,Taxi to the Dark Side,6.6,53,99,,,,,,
1000000,,39183,en,0.436148,1/1/2006,0,97,Released,Once in a Lifetime: The Extraordinary Story of the New York Cosmos,4.7,3,99,,,,,,
650000,http://www.thelegodocumentary.com,251471,en,1.631274,7/31/2015,0,93,Released,A LEGO Brickumentary,6.4,55,99,,,,,,
0,http://iraqforsale.org/,40862,en,1.517771,1/1/2006,0,75,Released,Iraq for Sale: The War Profiteers,8,6,99,,,,,,
700000,,14275,en,9.188431,9/12/1994,7830611,171,Released,Hoop Dreams,7.7,87,99,,,,,,
0,,2287,en,1.623769,1/15/2005,0,86,Released,Rize,5.9,13,99,,,,,,
0,http://www.thehadzalastofthefirst.com/,296943,en,0.045648,10/31/2014,0,70,Released,The Hadza:  Last of the First,0,0,99,,,,,,
0,,35199,en,0.906096,6/26/2006,0,94,Released,Wordplay,7.3,10,99,,,,,,
2053648,,14271,en,2.778633,10/22/1999,500000,102,Released,Beyond the Mat,7.8,17,99,,,,,,
500000,http://www.rickyjaymovie.com/,180383,en,0.425195,10/4/2012,0,88,Released,Deceptive Practice: The Mysteries and Mentors of Ricky Jay,7.1,17,99,,,,,,
0,http://theotherdreamteam.com/,84318,en,0.388401,9/28/2012,0,89,Released,The Other Dream Team,6.9,7,99,,,,,,
0,,253261,en,0.069244,3/8/2014,0,82,Released,Born to Fly: Elizabeth Streb vs. Gravity,5,1,99,,,,,,
0,http://www.sonypictures.com/classics/dogtown/,1282,en,3.291609,1/18/2001,0,91,Released,Dogtown and Z-Boys,7.2,52,99,,,,,,
0,,15800,en,2.77754,10/18/1997,0,86,Released,Trekkies,6.3,22,99,,,,,,
300000,,14278,en,1.085909,7/22/2005,1750211,88,Released,Murderball,6.9,23,99,,,,,,
0,,87943,en,0.025211,9/3/2005,0,104,Released,Sisters in Law,7.3,2,99,,,,,,
0,http://www.give-me-shelter.com/,274758,en,0.278981,6/24/2014,0,90,Released,Give Me Shelter,0,0,99,,,,,,
0,,37985,en,0.15066,6/15/2007,0,106,Released,The Trials Of Darryl Hunt,6.8,4,99,,,,,,
0,,253290,en,0.015189,3/10/2014,0,77,Released,Butterfly Girl,0,0,99,,,,,,
0,,335244,en,0.021392,4/17/2015,0,72,Released,Antarctic Edge: 70° South,0,0,99,,,,,,
0,http://thearousedproject.com/,178862,en,2.557258,2/20/2013,0,73,Released,Aroused,7.2,11,99,,,,,,
0,,331745,en,0.523122,11/15/2014,0,80,Released,Top Spin,6.8,6,99,,,,,,
0,http://www.indiegamethemovie.com,80215,en,7.676677,5/18/2012,0,96,Released,Indie Game: The Movie,7.4,203,99,,,,,,
0,,64973,en,0.020168,1/28/2005,0,80,Released,"Peace, Propaganda & the Promised Land",6.4,4,99,,,,,,
50000,,322745,en,0.293587,2/9/2015,0,111,Released,Counting,8.3,3,99,,,,,,
0,http://www.bendingsteelmovie.com/,174362,en,0.048726,4/20/2013,0,93,Released,Bending Steel,5,1,99,,,,,,
50000,,250902,en,0.54562,11/21/2013,0,81,Released,The Image Revolution,5.7,3,99,,,,,,
0,,25975,en,1.929883,8/5/2005,0,90,Released,My Date with Drew,6.3,16,99,,,,,,
65000000,http://www.warnerbros.com/blade-trinity,36648,en,49.660055,12/8/2004,128905366,123,Released,Blade: Trinity,5.7,1252,878,28,27,53,12,14,
70000000,,9882,en,20.089933,11/6/1998,116672912,116,Released,The Siege,6,352,18,28,53,80,,,
6000000,http://www.mgm.com/#/our-titles/2083/The-Usual-Suspects,629,en,64.025031,7/19/1995,23341568,106,Released,The Usual Suspects,8.1,3254,18,80,53,,,,
85000000,http://oceans13.warnerbros.com/,298,en,42.069993,6/7/2007,311312624,122,Released,Ocean's Thirteen,6.5,1999,80,53,,,,,
25500000,,190955,en,12.756344,8/22/2013,2415472,128,Released,Blood Ties,6,171,53,80,18,,,,
10000000,http://www.thenightchronicles.com/devil/,44040,en,30.934688,1/13/2010,33583175,80,Released,Devil,5.8,816,27,9648,53,,,,
130000000,,417859,en,20.678787,10/28/2011,554987477,90,Released,Puss in Boots,6.4,451,28,12,16,10751,14,,
30000000,,273481,en,55.424027,9/17/2015,84025816,121,Released,Sicario,7.2,2416,28,80,18,9648,53,,
35000000,,10054,en,21.543389,3/18/2001,147934180,88,Released,Spy Kids,5.5,867,28,35,10751,12,,,
44000000,http://thehatefuleight.com/,273248,en,68.717016,12/25/2015,155760117,167,Released,The Hateful Eight,7.6,4274,80,18,9648,37,,,
40000000,http://www.vantagepoint-movie.com/index.php,7461,en,24.862767,2/1/2008,151161491,90,Released,Vantage Point,6.2,716,18,28,53,80,,,
0,,43867,en,4.021389,9/3/1937,0,101,Released,The Prisoner of Zenda,8.4,11,12,18,10749,,,,
12000000,,9603,en,16.051328,7/19/1995,0,97,Released,Clueless,6.9,803,35,18,10749,,,,
0,,14624,en,4.976268,10/20/2006,0,114,Released,The Ultimate Gift,6.8,78,10749,18,10751,,,,
7000000,,13685,en,11.700578,2/21/1996,560069,91,Released,Bottle Rocket,6.8,281,35,80,18,,,,
67000000,,285923,en,16.637642,4/6/2007,25037897,191,Released,Grindhouse,6.8,459,53,28,27,,,,
150000000,http://www.transformersmovie.com/,1858,en,25.468493,6/27/2007,709709780,144,Released,Transformers,6.6,4040,12,878,28,,,,
0,http://www.blackthornmovie.com/,68818,en,5.223096,8/31/2011,623528,98,Released,Blackthorn,6.6,73,12,28,37,,,,
20000000,http://amostviolentyear.com/,241239,en,37.629309,12/30/2014,12007070,125,Released,A Most Violent Year,6.5,546,80,18,53,,,,
12000000,http://www.theeyethefilm.com,9030,en,11.135734,2/1/2008,56309766,98,Released,The Eye,5.5,281,18,27,53,,,,
65000000,,1538,en,44.815022,8/4/2004,217764291,120,Released,Collateral,7,1451,18,80,53,,,,
24000000,,10480,en,3.572339,9/8/2000,0,108,Released,Nurse Betty,5.9,111,35,80,53,,,,
40000000,,266396,en,26.935458,2/16/2015,13644292,115,Released,The Gunman,5.5,392,28,18,80,,,,
48000000,,1900,en,25.170217,12/27/2000,207515725,147,Released,Traffic,6.9,562,53,18,80,,,,
0,http://robzombie.com/movies/the-devils-rejects/,1696,en,16.754452,7/22/2005,0,107,Released,The Devil's Rejects,6.6,322,18,27,80,,,,
61000000,http://www.2guns.net/,136400,en,42.881415,8/2/2013,131940411,109,Released,2 Guns,6.6,1589,28,35,80,,,,
35000000,,268920,en,18.262017,5/8/2015,51680201,87,Released,Hot Pursuit,5.4,647,28,35,80,,,,
17000000,,25763,en,2.215261,9/10/1977,8720000,91,Released,Damnation Alley,5,27,28,12,878,,,,
500000,http://www.monstersfilm.com/,43933,en,26.406001,6/18/2010,4242978,94,Released,Monsters,6.2,587,18,53,878,,,,
5000000,,170,en,45.490374,10/31/2002,82719885,113,Released,28 Days Later,7.1,1777,27,53,878,,,,
15000000,,1018,en,31.60985,5/16/2001,20117339,147,Released,Mulholland Drive,7.6,1477,53,18,9648,,,,
15000000,,5038,en,32.758254,8/15/2008,96408652,96,Released,Vicky Cristina Barcelona,6.7,1020,18,10749,,,,,
13000000,,10691,en,6.130096,6/29/2001,16929123,99,Released,Crazy/Beautiful,6.6,96,18,10749,,,,,
29000000,,12771,en,8.93941,8/20/2002,16930185,100,Released,Serving Sara,5,85,35,10749,,,,,
17000000,,255343,en,25.112567,10/11/2014,3758328,120,Released,Escobar: Paradise Lost,6.1,271,53,10749,,,,,
60000000,,13673,en,9.225166,11/24/2004,0,99,Released,Christmas with the Kranks,5.2,193,35,10751,,,,,
32000000,http://www.nacholibre.com/,9353,en,14.642055,6/16/2006,80197993,92,Released,Nacho Libre,5.6,359,35,10751,,,,,
12000000,http://www.cristiadafilm.com/,96399,en,5.759545,6/1/2012,9622846,145,Released,For Greater Glory - The True Story of Cristiada,6.4,35,36,18,,,,,
5000000,http://www.sonyclassics.com/moon/,17431,en,46.114184,6/12/2009,9760104,97,Released,Moon,7.6,1794,878,18,,,,,
16000000,,19994,en,32.257414,9/18/2009,31556061,100,Released,Jennifer's Body,5.3,837,35,27,,,,,
16000000,,12657,en,9.400404,5/28/2004,14822346,86,Released,Soul Plane,4.7,108,10749,35,,,,,
60000000,http://www.foxmovies.com/movies/joy,274479,en,29.876507,12/24/2015,101134059,124,Released,Joy,6.4,1581,18,35,,,,,
25100000,http://www.wthefilm.com,10523,en,10.445391,10/17/2008,29506464,131,Released,W.,6.1,143,18,36,,,,,
25000000,,293646,en,10.699952,8/6/2015,24902723,120,Released,The 33,6,378,18,36,,,,,
30000000,,2176,en,9.448517,9/14/2001,23619609,106,Released,The Glass House,5.4,201,18,53,,,,,
25000000,,11699,en,17.339852,9/11/2009,10589102,122,Released,The Bad Lieutenant: Port of Call - New Orleans,6,326,18,80,,,,,
2100000,http://miamericamovie.net/,364083,en,0.039007,10/16/2015,3330,126,Released,Mi America,0,0,18,80,,,,,
100000000,,314,en,32.271938,7/22/2004,82102379,104,Released,Catwoman,4.2,808,28,80,,,,,
45000000,http://fourbrothersmovie.com,8292,en,24.694551,8/11/2005,92374674,109,Released,Four Brothers,6.7,607,28,80,,,,,
0,,13982,en,5.016607,4/18/1997,0,95,Released,8 Heads in a Duffel Bag,5.4,39,35,80,,,,,
20000000,,16052,en,6.92592,3/21/1997,60000000,127,Released,Selena,7,114,18,,,,,,
4000000,,85350,en,43.40352,6/5/2014,44349000,164,Released,Boyhood,7.5,1971,18,,,,,,
0,http://erapfilms.com/august/,86549,en,1.419431,6/9/2011,0,100,Released,August,6.2,15,18,,,,,,
0,,185465,en,0.039264,1/15/2002,0,78,Released,Manito,5.5,2,18,,,,,,
40000000,http://www.thereapingmovie.com,1683,en,13.445697,4/5/2007,62771059,99,Released,The Reaping,5.4,205,27,,,,,,
80000000,,2539,en,14.209329,12/17/2004,55041367,130,Released,Spanglish,5.8,369,35,,,,,,
15000000,http://www.allaboutstevemovie.com/,23706,en,13.237835,9/4/2009,40105542,99,Released,All About Steve,4.7,295,35,,,,,,
0,,13173,en,3.865122,8/3/2007,0,96,Released,The Ten,4.9,57,35,,,,,,
0,,78705,en,0.038706,9/21/2004,0,83,Released,Live-In Maid,7.8,3,18,10769,,,,,
500,,119657,en,0.080105,3/1/2012,0,101,Released,El Rey de Najayo,0,0,80,18,,,,,
0,,355629,en,0.021678,10/27/2013,0,98,Released,The Blade of Don Juan,0,0,18,35,,,,,
70000000,,10201,en,43.849351,12/9/2008,225990978,104,Released,Yes Man,6.4,1813,35,,,,,,
18000000,,43434,en,1.138383,5/19/2010,871279,338,Released,Carlos,6.7,50,80,18,53,36,,,
0,,41488,en,2.653988,12/12/2003,0,120,Released,The Statement,5.9,23,18,53,,,,,
0,,27588,en,5.065752,10/22/2009,0,103,Released,Forget Me Not,5,66,18,27,10749,,,,
3950000,,22301,en,8.484123,11/15/1930,8000000,127,Released,Hell's Angels,6.1,19,28,18,36,,,,
5000000,http://www.bottleshockthemovie.com/,13996,en,6.174435,8/6/2008,4040588,110,Released,Bottle Shock,6.6,60,35,18,,,,,
245000000,http://www.sonypictures.com/movies/spectre/,206647,en,107.376788,10/26/2015,880674609,148,Released,Spectre,6.3,4466,28,12,80,,,,
25000000,http://whatjusthappenedfilm.com/,8944,en,8.31653,10/17/2008,6673422,104,Released,What Just Happened,5.2,127,35,18,,,,,
0,,46415,en,0.285131,12/9/2005,0,122,Released,Neal 'n' Nikki,2.3,4,35,10749,,,,,
140000000,,676,en,34.20669,5/21/2001,449220945,183,Released,Pearl Harbor,6.6,1791,36,10749,10752,,,,
9000000,,11545,en,18.289303,9/17/1998,17096053,93,Released,Rushmore,7.5,676,35,18,,,,,
35000000,,11638,en,3.74263,3/25/2005,68915888,105,Released,Guess Who,5.5,225,35,10749,,,,,
30000000,http://www.tinker-tailor-soldier-spy.com/,49517,en,33.649652,9/16/2011,0,127,Released,Tinker Tailor Soldier Spy,6.6,840,18,53,9648,,,,
5000000,,192141,en,38.006982,8/26/2015,54418872,103,Released,No Escape,6.7,777,28,53,,,,,
105000000,http://disney.go.com/disneypictures/princessandthefrog/,10198,en,62.479574,12/8/2009,267045765,97,Released,The Princess and the Frog,6.7,1247,10749,10751,16,10402,,,
92000000,http://disney.go.com/disneyvideos/animatedfilms/incredibles/main.html,9806,en,77.817571,11/5/2004,631442092,115,Released,The Incredibles,7.4,5152,28,12,16,10751,,,
50000000,http://www.findnumberfour.com/,46529,en,43.450266,2/18/2011,144492830,109,Released,I Am Number Four,5.9,1567,28,53,878,12,,,
0,,1933,en,25.881355,8/2/2001,0,101,Released,The Others,7.4,1660,27,18,9648,53,,,
80000000,,6964,en,16.939441,12/12/2003,266728738,128,Released,Something's Gotta Give,6.3,410,18,35,10749,,,,
60000000,,11775,en,22.620125,9/2/2003,119940815,100,Released,Intolerable Cruelty,5.8,391,80,35,10749,,,,
145000000,http://www.riseoftheguardians.com/,81188,en,61.788035,11/21/2012,306941670,97,Released,Rise of the Guardians,7.1,1922,14,16,10751,,,,
100000000,http://www.thewolfofwallstreet.com/,106646,en,95.007934,12/25/2013,392000694,180,Released,The Wolf of Wall Street,7.9,6571,80,18,35,,,,
35000000,http://www.sonypictures.com/movies/thewalk/,285783,en,37.335721,9/30/2015,61181942,123,Released,The Walk,6.9,1121,12,18,53,,,,
60000000,http://thegreenmile.warnerbros.com/,497,en,103.698022,12/10/1999,284600000,189,Released,The Green Mile,8.2,4048,14,18,80,,,,
0,,39780,en,0.139384,12/31/1997,0,132,Released,Oscar and Lucinda,6.2,25,18,10749,,,,,
8500000,http://www.brightstar-movie.com/,29963,en,9.230073,11/5/2009,4440055,119,Released,Bright Star,6.8,107,18,10749,,,,,
40000000,,11066,en,6.420434,6/30/1992,70100000,117,Released,Boomerang,5.4,134,35,10749,,,,,
30000000,,215211,en,10.958697,5/14/2014,0,103,Released,Grace of Monaco,5.8,195,10749,18,,,,,
30000000,,4518,en,14.179538,9/13/1998,82150642,124,Released,Elizabeth,7.1,334,18,36,,,,,
4798235,,77949,en,25.30216,8/17/2011,209696,107,Released,The Awakening,6.3,458,27,53,,,,,
75000000,,75656,en,71.124686,5/29/2013,117698894,115,Released,Now You See Me,7.3,5487,53,80,,,,,
20000000,http://burntmovie.com/,295964,en,30.477114,10/2/2015,36606743,100,Released,Burnt,6.3,950,18,,,,,,
8000000,,251321,en,6.500835,2/12/2014,53086,112,Released,Aloft,5.1,41,18,,,,,,
25000000,,1831,en,3.707511,3/3/2000,24362772,108,Released,The Next Best Thing,4.3,29,35,,,,,,
6000000,,16172,en,5.696491,2/5/1999,4398989,95,Released,Simply Irresistible,5.5,52,35,,,,,,
52500000,,824,en,57.374341,3/9/2001,179213434,127,Released,Moulin Rouge!,7.4,1300,18,10402,10749,,,,
15000000,http://www.foxsearchlight.com/slumdogmillionaire,12405,en,59.258969,5/12/2008,377910544,120,Released,Slumdog Millionaire,7.6,2827,18,10749,,,,,
110000000,http://oceans12.warnerbros.com/,163,en,76.840712,12/9/2004,362744280,125,Released,Ocean's Twelve,6.4,2124,53,80,,,,,
35000000,,11876,en,2.877488,9/20/1995,15000000,135,Released,The Horseman on the Roof,6.7,25,10752,12,18,10749,,,
400000,http://www.sonypictures.com/cthe/montypython/,762,en,64.782984,3/13/1975,5028948,91,Released,Monty Python and the Holy Grail,7.8,1708,12,35,14,,,,
11000000,,10156,en,14.282314,6/12/1981,31672907,92,Released,History of the World: Part I,6.5,204,35,,,,,,
140000000,http://captainamerica.marvel.com/,1771,en,74.506246,7/22/2011,370569774,124,Released,Captain America: The First Avenger,6.6,7047,28,12,878,,,,
150000000,http://www.masterandcommanderthefarsideoftheworld.com/,8619,en,36.973031,11/14/2003,212011111,138,Released,Master and Commander: The Far Side of the World,6.9,790,12,,,,,,
0,,3472,en,9.177896,9/5/2002,0,97,Released,Dirty Pretty Things,6.8,131,80,18,53,,,,
19400000,,14202,en,20.746932,12/9/2006,0,125,Released,The Painted Veil,7.1,312,18,10749,,,,,
160000000,http://www.shrekthethird.com/flash/index.html,810,en,42.986467,5/17/2007,798958165,93,Released,Shrek the Third,6,2278,14,12,16,35,10751,,
10000000,,268171,en,2.849895,3/7/2014,0,104,Released,Elsa & Fred,6.2,31,35,10751,10749,,,,
15000000,http://www.warnerbros.fr/the-artist,74643,en,29.943316,5/15/2011,133432856,100,Released,The Artist,7.3,1049,18,35,10749,,,,
0,,39180,en,6.579017,3/2/2001,0,94,Released,See Spot Run,4.8,44,28,35,10751,,,,
85000000,http://www.fox.co.uk/jumper,8247,en,21.218,2/10/2008,222231186,88,Released,Jumper,5.9,1799,12,14,878,,,,
60000000,,9302,en,4.801849,3/1/1996,0,119,Released,Up Close & Personal,5.9,50,18,10749,,,,,
0,http://oceans-lefilm.com/,36970,en,10.706613,10/17/2009,19406406,84,Released,Oceans,7.3,111,99,10751,,,,,
0,,103328,en,9.140936,7/2/2012,641100,115,Released,Holy Motors,6.9,228,18,14,,,,,
0,,48217,en,1.780065,1/1/2000,0,112,Released,The Widow of Saint-Pierre,6.7,11,10749,18,,,,,
0,,10970,en,7.315935,6/17/1976,0,86,Released,Silent Movie,6.7,78,35,,,,,,
0,,126141,en,0.092562,12/5/2004,0,59,Released,The Case of the Grinning Cat,7.7,3,99,,,,,,
6000000,http://www.sonyclassics.com/theguard,67913,en,19.411141,7/7/2011,19560274,96,Released,The Guard,6.8,372,28,35,53,80,,,
130000000,http://www.projectprometheus.com/,70981,en,68.889395,5/30/2012,403170142,124,Released,Prometheus,6.3,5080,878,12,9648,,,,
30000000,,4967,en,8.085872,4/14/2000,37036004,127,Released,Keeping the Faith,5.9,159,35,,,,,,
70000000,,9837,en,29.464852,12/15/1998,218613188,99,Released,The Prince of Egypt,6.8,817,12,16,18,10751,10402,,
55000000,http://www.datenight-movie.com/,35056,en,38.06168,4/8/2010,152263880,97,Released,Date Night,5.9,1122,35,,,,,,
30000000,http://www.thepassionofthechrist.com/,615,en,38.171417,2/25/2004,611899420,127,Released,The Passion of the Christ,6.9,864,18,,,,,,
20000000,,840,en,52.456505,11/16/1977,303788635,135,Released,Close Encounters of the Third Kind,7.2,1098,878,18,,,,,
22000000,,228194,en,27.898438,8/6/2014,88880821,122,Released,The Hundred-Foot Journey,7.3,508,18,,,,,,
0,,281730,en,0.371337,6/13/2014,0,134,Released,Fugly,5.3,2,35,18,53,,,,
10000000,http://www.foxsearchlight.com/thebestexoticmarigoldhotel/,74534,en,21.258991,11/28/2011,136836156,124,Released,The Best Exotic Marigold Hotel,6.9,459,18,35,,,,,
25000000,http://movies.disney.com/million-dollar-arm,198185,en,17.312433,5/9/2014,38307627,124,Released,Million Dollar Arm,6.6,259,18,,,,,,
